Support_ID;Stations_ANFR_Orange;Nb_stations_orange;Exploitant_Orange;Latitude;Longitude;Hauteur_m;Nature_support;Proprietaire;Adresse;Code_postal;Code_INSEE;Departement;Technologies_systemes
2460740;0632290413;1;Orange;45.7286111;2.5861111;35.7;Pylône autostable;TOTEM;Chadeau - Route D82;63470;63351;63;LTE 700 | LTE 800 | UMTS 900
1632149;0632290341;1;Orange;45.4675;3.2475;27.3;Pylône autostable;TDF;LA FORET;63340;63352;63;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 800 | UMTS 900
1816941;0632290205;1;Orange;45.4552778;3.5516667;16.4;Pylône autostable;TDF;Le Plantou - Lallabert - chem rural prés d999;63630;63353;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
585258;0632290174;1;Orange;46.0225;2.8083333;39.8;Château d'eau - réservoir;Syndicat des eaux, Adduction;Les Fourcheix - Près départementale 987;63390;63354;63;GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
807773;0630220079 | 0632290127;2;Orange | Orange service fixe;45.6694444;3.6327778;41.0;Pylône autostable;ATC FRANCE;Girodon - chem d'exploitation n° 17;63880;63355;63;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2853703;0630220157 | 0632290456;2;Orange | Orange service fixe;45.4047222;3.2211111;30.0;Pylône autostable;ATC FRANCE;L'Espirouze - Chemin rural N°29 - D5;63340;63356;63;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
2478864;0630220146 | 0632290415;2;Orange | Orange service fixe;45.9197222;3.2725;24.0;Pylône autostable;TOTEM;Chemin Rural du Château;63720;63362;63;FH | LTE 700 | LTE 800 | UMTS 900
1440261;0630220120 | 0632290378;2;Orange | Orange service fixe;45.9119444;2.775;33.0;Pylône autostable;TDF;la boche;63230;63363;63;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2243835;0632290380;1;Orange;45.6919444;3.2963889;24.0;Pylône autostable;ATC FRANCE;LARMAT - Chemin rural;63160;63368;63;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2185380;0630220118 | 0632290241;2;Orange | Orange service fixe;45.6641667;2.6769444;30.0;Pylône autostable;TOTEM;La Fumade - Près D 98;63820;63370;63;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
3075494;0630220177 | 0632290496;2;Orange | Orange service fixe;45.4586111;3.8286111;36.0;Pylône autostable;TDF;Bois Noirs - Route de Chemintrand;63600;63371;63;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
348090;0630220100 | 0632290220;2;Orange | Orange service fixe;45.4658333;3.7911111;24.0;Pylône autostable;TOTEM;Le Suc du Tour - Chem Rural;63600;63371;63;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
3294754;0630220183;1;Orange service fixe;46.075;2.6602778;36.0;Pylône autostable;TOTEM;Chez Bizet - Le Breux;63330;63373;63;FH
3005067;0632290488;1;Orange;45.5341667;3.7961111;30.0;Pylône autostable;TOTEM;Les Rochers - D57A - Près du cimetière;63600;63374;63;LTE 700 | LTE 800 | UMTS 900
448334;0630220084 | 0632290103;2;Orange | Orange service fixe;45.5866667;3.0030556;35.5;Pylône autostable;TDF;Puy de Mazeyres - Bouse;63710;63380;63;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
595931;0632290069;1;Orange;45.8161111;2.9488889;36.5;Pylône autostable;TOTEM;LEMPTEGY - Site de Pontgibaud-D9416;63230;63381;63;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 700 | LTE 800 | UMTS 900
710857;0632290068;1;Orange;45.8313889;2.8888889;26.0;Pylône autostable;TOTEM;Champ de la Roche - Lallas proche D 941b;63230;63381;63;GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
807812;0632290249;1;Orange;45.8680556;2.8905556;40.0;Pylône autostable;Sociétés d'Autoroutes;La Gravière - Sens Clermont Bordeaux - PK 33.70;63230;63381;63;GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
571285;0632290076;1;Orange;46.0541667;3.0202778;16.0;Pylône tubulaire;TOTEM;Le village - A.C.R.;63440;63382;63;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
779916;0630220083 | 0632290067;2;Orange | Orange service fixe;45.5211111;2.9766667;23.0;Pylône autostable;TDF;CHEVALIERE - RTE DE CHANANEILLE;63610;63383;63;FH | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2893922;0630220162 | 0632290462;2;Orange | Orange service fixe;45.7927778;2.8466667;30.0;Pylône autostable;TOTEM;La Plaine - rue de la Roche;63230;63385;63;FH | LTE 700 | LTE 800 | UMTS 900
2438513;0630220134 | 0632290410;2;Orange | Orange service fixe;45.5469444;3.4316667;36.0;Pylône autostable;ORANGE;Chantemerle - D 706;63490;63389;63;FH | LTE 700 | LTE 800 | UMTS 900
1921088;0630220101;1;Orange service fixe;46.0666667;2.9608333;10.0;Bâtiment;Météo;La Croix de Faubayoux;63440;63391;63;FH
3132280;0632290503;1;Orange;45.9008333;3.5602778;36.3;Pylône autostable;SFR;LE PETIT MONT SAUVY - chemin de chabrol;63550;63393;63;LTE 700 | LTE 800 | UMTS 900
483045;0632290072;1;Orange;45.8925;3.5936111;37.5;Pylône autostable;HIVORY;Le Chabessier - Proche Calvaire;63550;63393;63;GSM 900 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
2085178;0632290348;1;Orange;45.6438889;3.0988889;18.0;Pylône autostable;ATC FRANCE;LES COTTES - Chemin d'exploitation au bout du - chemin de Peyronneyre;63450;63395;63;LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
3091027;0632290285;1;Orange;45.6505556;3.0744444;25.0;Pylône autostable;TOTEM;Rieux Fourchat - Chemin forestier du bois;63450;63396;63;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
1640772;0630220160;1;Orange service fixe;45.6197222;2.6736111;34.0;Pylône autostable;TDF;CHORIOL;63950;63397;63;FH
352264;0632290225;1;Orange;45.4025;3.6533333;42.0;Pylône autostable;Conseil Départemental;Les Termes - Besse - Rte du Château d'eau;63220;63398;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
100938;0632290016;1;Orange;45.6252778;2.6461111;56.0;Pylône haubané;TOTEM;Montsépy - la montagne de vergne;63760;63399;63;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2112417;0630220106 | 0632290345;2;Orange | Orange service fixe;46.0486111;3.41;35.0;Pylône autostable;TOTEM;Semis de Champlong;63310;63400;63;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
458690;0632290260;1;Orange;45.5647222;2.9527778;23.0;Pylône autostable;TOTEM;PUY DE BESSOLES - LE PANORAMA;63790;63401;63;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
1787656;0632290211;1;Orange;45.9311111;3.5961111;28.0;Pylône autostable;Conseil Départemental;La Chaumette - D.43;63550;63402;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
2975566;0632290494;1;Orange;45.9266667;3.5319444;42.0;Pylône autostable;SFR;LES VERGNES - Chemin rural de pagot Marnat;63550;63402;63;LTE 700 | LTE 800 | UMTS 900
1196015;0630220085 | 0632290238;2;Orange | Orange service fixe;45.5577778;3.1147222;35.0;Pylône autostable;Conseil Départemental;Lavelle - Momentoux - Puy de Lavelle;63320;63403;63;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1565820;0632290230;1;Orange;45.6327778;3.3463889;40.0;Pylône autostable;Conseil Départemental;Les Vallières - Chem rural entre La Rochette et les Vallières;63270;63405;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
2188596;0630220125 | 0632290366;2;Orange | Orange service fixe;45.6458333;2.9244444;30.0;Pylône autostable;Conseil Régional;Suc Plana;63970;63407;63;FH | LTE 700 | LTE 800 | UMTS 900
2298135;0630220124 | 0632290384;2;Orange | Orange service fixe;45.6344444;2.8863889;24.1;Pylône autostable;ATC FRANCE;Domaine nordique de Pessade - Chemin rural;63970;63407;63;FH | LTE 700 | LTE 800 | UMTS 900
2305104;0630220128 | 0632290388;2;Orange | Orange service fixe;45.9772222;2.8016667;24.1;Pylône autostable;TOTEM;VERS LE TOURREIX - RD 523;63390;63408;63;FH | LTE 700 | LTE 800 | UMTS 900
1788193;0632290208;1;Orange;45.5325;3.05;25.0;Pylône autostable;Conseil Départemental;Rozier - chem de service - Pres de la D146;63320;63409;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
132840;0632290139;1;Orange;45.5475;3.3675;25.0;Pylône autostable;TOTEM;ch des prairies - Complexe Sportif;63490;63415;63;GSM 900 | LTE 1800 | LTE 800 | UMTS 900
14430;0630220037;1;Orange service fixe;45.7605556;3.475;32.0;Pylône autostable;TOTEM;Ricou;63120;63418;63;FH
2203433;0632290391;1;Orange;46.1155556;2.9508333;38.3;Pylône autostable;BOUYGUES;LES BOURNATS - V COM. 42;63560;63419;63;LTE 700 | LTE 800 | UMTS 900
1832893;0632290224;1;Orange;45.5480556;2.5477778;35.0;Pylône autostable;Conseil Départemental;Les Nourrices Est - Près D.29;63690;63421;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
2674199;0632290439;1;Orange;45.5191667;3.1666667;30.1;Pylône autostable;TOTEM;Creux de la Grave - rte de Florat;63500;63422;63;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
345963;0630220051;1;Orange service fixe;45.5163889;3.1719444;7.0;Bâtiment;ORANGE Services Fixes;chem du Puy d'Ysson - Autocom;63500;63422;63;FH
2079940;0632290346;1;Orange;45.5505556;2.6247222;25.0;Pylône autostable;TDF;MANARANCHE - Manaranche Nord;63690;63426;63;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
872660;0630220065;1;Orange service fixe;45.5633333;2.6266667;12.0;Pylône tubulaire;ORANGE Services Fixes;Les Diezes;63690;63426;63;FH
482207;0632290263;1;Orange;45.9666667;3.0658333;35.2;Pylône autostable;Sociétés d'Autoroutes;Les Palais - Chem rural - Pyône ASF;63460;63427;63;GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
2986806;0632290482;1;Orange;46.1033333;2.8241667;32.6;Pylône autostable;TDF;Route des Combrailles;63560;63428;63;LTE 700 | LTE 800 | UMTS 900
14432;0630220038;1;Orange service fixe;45.8583333;3.5430556;20.0;Bâtiment;TOTEM;29, av des etats-unis;63300;63430;63;FH
1449842;0632290422;1;Orange;45.8622222;3.5844444;31.3;Pylône tubulaire;HIVORY;MEMBRUN - C.R  de Membrun à Château Gaillard;63300;63430;63;LTE 1800 | LTE 700 | LTE 800
1453025;0632290138;1;Orange;45.8555556;3.5483333;26.0;Bâtiment;Gendarmerie;Commissariat Central - r traversière - 10 pl antonin chastel;63300;63430;63;LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
1512337;0632290296;1;Orange;45.8613889;3.5425;23.0;Pylône tubulaire;TOTEM;AV DE LA GARE;63300;63430;63;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
2078495;0632290344;1;Orange;45.8552778;3.5025;25.0;Pylône autostable;TOTEM;ZA DE FELET - Rue du Collongeau;63300;63430;63;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2143863;0632290360;1;Orange;45.8733333;3.5597222;25.0;Pylône autostable;ATC FRANCE;CHASSIGNOL;63300;63430;63;LTE 1800 | LTE 700 | LTE 800 | UMTS 900
520350;0632290267;1;Orange;45.8669444;3.5361111;23.0;Pylône autostable;SFR;LES BERAUDS - LES GRAVIERS - PRES A72;63300;63430;63;5G NR 3500 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
535409;0632290158;1;Orange;45.8483333;3.5513889;30.0;Pylône autostable;TDF;Les Belins - Les Fayes - Station TDF;63300;63430;63;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2952908;0632290480;1;Orange;45.5744444;3.6933333;30.5;Pylône autostable;SFR;Les Gladeaux - Chemin rural les Gladeaux;63600;63431;63;LTE 700 | LTE 800 | UMTS 900
732347;0630220058 | 0632290058;2;Orange | Orange service fixe;45.98;3.2558333;28.0;Pylône autostable;TOTEM;Champ Patira - D.12;63260;63432;63;FH | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
1823124;0630220090 | 0632290290;2;Orange | Orange service fixe;45.6963889;3.585;22.0;Pylône autostable;TOTEM;Le Garret - Près de D225;63590;63434;63;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
348092;0630220089 | 0632290221;2;Orange | Orange service fixe;45.6636111;3.5772222;24.0;Pylône autostable;TOTEM;L'Oligne - D.225 - Rte Dptale de Veyre-Monton;63590;63434;63;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
3011757;0630220172 | 0632290475;2;Orange | Orange service fixe;45.5172222;3.0880556;30.0;Pylône autostable;ATC FRANCE;Brajas - Route communale de Tourzel D28 - Chemin rural n°22;63320;63435;63;FH | LTE 1800 | LTE 700 | LTE 800
2659127;0632290447;1;Orange;45.9027778;2.6072222;38.6;Pylône autostable;TDF;FONT FREIDE - Chemin Anjoux;63380;63436;63;LTE 700 | LTE 800 | UMTS 900
1612690;0632290286;1;Orange;45.4861111;2.5597222;21.0;Pylône autostable;TOTEM;PRÉ DE TRÉMOUILLE - CHEM COMMUNAL;63810;63437;63;GSM 900 | LTE 700 | LTE 800 | UMTS 900
3043232;0632290493;1;Orange;45.5230556;3.3441667;24.0;Pylône autostable;TOTEM;"Chandalin - Accès depuis le chemin rural ""le bois Rigaud""";63490;63439;63;LTE 700 | LTE 800 | UMTS 900
1671441;0630220080 | 0632290251;2;Orange | Orange service fixe;45.4477778;2.9838889;25.0;Pylône autostable;TDF;Groslier - d 26 - chem d'accès;63610;63440;63;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
363459;0632290293;1;Orange;45.6025;3.7811111;20.3;Pylône autostable;HIVORY;La Grande Pièce;63600;63441;63;LTE 700 | LTE 800 | UMTS 900
1747491;0632290309;1;Orange;45.43;3.4275;19.0;Pylône autostable;ATC FRANCE;PRES CEILLOUX;63580;63442;63;LTE 700 | LTE 800 | UMTS 900
478998;0630220025 | 0632290129;2;Orange | Orange service fixe;45.4763889;3.4652778;41.0;Pylône autostable;TOTEM;Le bois brun - La Croix Haute;63580;63448;63;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2337576;0632290402;1;Orange;45.6183333;2.9413889;30.0;Pylône autostable;SFR;Les Fourches - Les Fourches;63710;63449;63;LTE 700 | LTE 800 | UMTS 900
2939022;0632290474;1;Orange;45.7419444;2.5044444;30.0;Pylône autostable;TOTEM;La Bugette - Chemin de Ribiéras à Fayat - D568;63470;63450;63;LTE 700 | LTE 800 | UMTS 900
1450246;0630220067;1;Orange service fixe;45.6691667;2.8808333;10.0;Bâtiment;TOTEM;Le Bourg - D 74;63210;63451;63;FH
3269019;0632290506;1;Orange;45.5725;3.0236111;30.0;Pylône autostable;TOTEM;La Prairie - Par la station d'épuration;63320;63452;63;LTE 700 | LTE 800 | UMTS 900
3301368;0630220185 | 0632290276;2;Orange | Orange service fixe;45.7622222;3.2852778;15.0;Pylône autostable;TOTEM;Pontfouis - Chemin du bois les Chanots - VC n°13;63910;63453;63;FH | 5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
758708;0632290435;1;Orange;45.6580556;3.7230556;30.0;Pylône autostable;ATC FRANCE;RESSONCLES;63480;63454;63;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
445143;0632290080;1;Orange;45.6644444;3.1758333;30.0;Pylône autostable;TDF;HAUT DE LAS COMBAS - CHE DES PIGNOTS;63960;63455;63;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
807371;0630220123 | 0632290023;2;Orange | Orange service fixe;45.6369444;3.235;21.0;Pylône autostable;TOTEM;Puy d'Ecouyat - Près Réservoir;63270;63457;63;FH | 5G NR 3500 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2883025;0630220159 | 0632290465;2;Orange | Orange service fixe;45.9180556;2.6586111;32.0;Pylône autostable;TDF;AUTEROCHE - RUE DE LA GUILLOTE;63380;63460;63;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
2117925;0632290351;1;Orange;45.8275;3.6836111;25.0;Pylône autostable;TOTEM;LE CLAPET - D321 - VC n°26 du Bourg à Boulard;63250;63463;63;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2886997;0632290472;1;Orange;45.9702778;2.8894444;31.0;Pylône autostable;TDF;L ARBRE DU VERNET - route départementale 414A;63410;63464;63;LTE 700 | LTE 800 | UMTS 900
2598113;0630220149 | 0632290426;2;Orange | Orange service fixe;45.5147222;3.1466667;18.0;Pylône autostable;TOTEM;les Bâtisses - Chem du Champ Pointu;63500;63466;63;FH | LTE 700 | LTE 800 | UMTS 900
1471211;0632290306;1;Orange;45.7866667;3.6925;24.0;Pylône autostable;TDF;La Chevalerie - Ladoux;63120;63468;63;LTE 700 | LTE 800 | UMTS 900
469406;0632290046;1;Orange;45.8752778;3.0569444;42.0;Pylône autostable;TDF;Les Treize Vents - 9001 r des chanaux - Station TDF;63530;63470;63;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
1440445;0632290373;1;Orange;46.1427778;2.8108333;25.0;Pylône autostable;TDF;Puy Laroux - Pylone TDF;63700;63471;63;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
1388790;0630220112 | 0632290372;2;Orange | Orange service fixe;45.5991667;3.245;30.0;Pylône autostable;TDF;Pré Foucaud - CHE DU DOMAINE DE SARLANT - Fontcrépon;63270;63472;63;FH | 5G NR 2100 | 5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 800 | UMTS 900
2122819;0642290332;1;Orange;43.2816667;-0.0916667;41.9;Pylône autostable;ON TOWER FRANCE;LAS BAGNES;64460;64001;64;LTE 700 | LTE 800 | UMTS 900
1483892;0642290288;1;Orange;43.3933333;-0.6375;17.0;Ouvrage d'art (pont, viaduc);Société Privée;Route de Lagor;64150;64003;64;5G NR 3500 | 5G NR 700 | LTE 2100 | LTE 800 | UMTS 900
1712991;0640220120;1;Orange service fixe;42.9311111;-0.6172222;18.0;Pylône autostable;TOTEM;PETRABE;64490;64006;64;FH
2438438;0640220245 | 0642290370;2;Orange | Orange service fixe;42.9205556;-0.6119444;12.0;Pylône autostable;ATC FRANCE;Bouhaben - Piste forestière du Tuquet;64490;64006;64;FH | LTE 700 | LTE 800 | UMTS 900
3042454;0640220267 | 0642290442;2;Orange | Orange service fixe;42.9683333;-0.5797222;24.2;Pylône autostable;TOTEM;Chemin de Candalou;64490;64006;64;FH | LTE 1800 | LTE 2100 | LTE 700 | LTE 800
450147;0640220059;1;Orange service fixe;42.9172222;-0.5997222;23.0;Pylône autostable;TOTEM;Le Tuquet;64490;64006;64;FH | FH ABI
2315858;0640220244 | 0642290346;2;Orange | Orange service fixe;43.1491667;-1.1483333;13.0;Pylône autostable;TDF;Irigaraia - Route Bellarre - prendre le Virage d'Ahaxe impasse - puis chemin de terre sur 50m;64220;64008;64;FH | LTE 700 | LTE 800 | UMTS 900
558892;0642290252;1;Orange;43.3952778;-1.5686111;27.0;Pylône autostable;ATC FRANCE;Biperenborda - chem rural de biperen - D.855 - Le Réservoir;64210;64009;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2944372;0640220270 | 0642290437;2;Orange | Orange service fixe;43.2902778;-1.4947222;36.0;Pylône autostable;TOTEM;50 Lan eremuko bidea;64250;64014;64;FH | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
625550;0640220146;1;Orange service fixe;43.0747222;-0.9922222;10.0;Bâtiment;Particulier;Patalagoiti Bidalunia;64470;64015;64;FH ABI
14614;0640220022;1;Orange service fixe;43.3291667;-1.045;28.0;Pylône autostable;TOTEM;Etchetto;64120;64018;64;FH
2872021;0642290327;1;Orange;43.3172222;-0.2325;35.0;Pylône autostable;ATC FRANCE;MARQUEDEBAT NORD - 2 rue du Moulin;64420;64021;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
2845758;0640220021;1;Orange service fixe;43.4116667;-0.8880556;46.0;Pylône autostable;ORANGE;Casteret - 540 RTE D23;64390;64022;64;FH
1485532;0642290172;1;Orange;43.4841667;-1.5263889;17.6;Immeuble;Copropriété, Syndic, SCI;18 Allee des Camelias - Résidence Mariquita;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800
1790870;0642290158;1;Orange;43.4969444;-1.5413889;21.0;Immeuble;Copropriété, Syndic, SCI;5 PROMENADE DES FALAISES - résidence Atlantide 2;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
242074;0642290110;1;Orange;43.5061111;-1.5027778;21.0;Immeuble;Société HLM;49 rue Reneric - Résidence Silabia;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 2100 | UMTS 900
2608632;0642290397;1;Orange;43.5216667;-1.4986111;30.0;Pylône autostable;TOTEM;L'Empereur Nord - promenade du Prince Imperial;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
3042467;0642290037;1;Orange;43.4922222;-1.5225;22.5;Local technique;ORANGE Services Fixes;32 rue du Bois de Belin;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
456406;0642290111;1;Orange;43.5019444;-1.5338889;15.0;Immeuble;Société Privée;48, Promenade des Sables - Vacances PTT;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
573115;0642290118;1;Orange;43.4630556;-1.4988889;30.0;Pylône autostable;Sociétés d'Autoroutes;Maignon - DISTRICT ASF;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
807878;0642290050;1;Orange;43.4969444;-1.4952778;26.0;Bâtiment;ORANGE Services Fixes;21 r de l'Industrie - Central FT Hardoy;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
808495;0642290185;1;Orange;43.4719444;-1.5313889;20.0;Bâtiment;CCI,Ch Metiers,Port Aut,Aérop;Esplanade de l'Europe - Aérogare BAB BIARRITZ Parme;64600;64024;64;LTE 1800 | LTE 2100 | LTE 2600 | UMTS 2100
808510;0642290128;1;Orange;43.5125;-1.5244444;33.0;Immeuble;Copropriété, Syndic, SCI;104 Bd des plages - Résidence Country Club;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
808541;0642290138;1;Orange;43.4758333;-1.52;22.0;Bâtiment;Commune, communauté de commune;Allée du Verger - adm : Promenade du Parc Belay - Centre Sportif Haiz Péan;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
808600;0642290230;1;Orange;43.4911111;-1.4963889;36.5;Pylône tubulaire;RTE;Giratoire du Marais - ave Roger Maylie - Pylone RTE n°27 - Ligne A 63 KV Mouguerre Montbrun;64600;64024;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
808693;0642290107;1;Orange;43.4966667;-1.5330556;22.0;Immeuble;Copropriété, Syndic, SCI;Cinq Cantons - 26 r de saubadine - Résidence Belvédère;64600;64024;64;5G NR 2100 | 5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
439487;0642290345;1;Orange;43.3919444;-0.2930556;29.0;Pylône autostable;CELLNEX;BEDAT;64160;64027;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 800 | UMTS 900
286339;0640220100;1;Orange service fixe;43.1222222;-0.7280556;6.0;Bâtiment;La Poste;Place du Guirail - Bureau de Poste;64570;64029;64;FH
2704827;0642290414;1;Orange;43.4538889;-1.0627778;30.1;Pylône autostable;TOTEM;Chemin du Bayle;64270;64031;64;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
510176;0642290174;1;Orange;43.4175;-1.4947222;39.0;Pylône autostable;TOTEM;ste barbe;64200;64038;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
807818;0642290025;1;Orange;43.4538889;-1.5311111;25.0;Pylône tubulaire;TOTEM;Chapelet - Intersection A 63 et D 254;64200;64038;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2826874;0642290067;1;Orange;42.9766667;-0.7447222;39.0;Immeuble;Copropriété, Syndic, SCI;La Pierre St-Martin - Rés Les Myrtilles;64570;64040;64;GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
3164158;0640220273;1;Orange service fixe;42.9772222;-0.745;32.0;Immeuble;Copropriété, Syndic, SCI;Place Jean-Marie Lonné-Peyret - Résidence le Mahourat;64570;64040;64;FH
511787;0640220095 | 0642290135;2;Orange | Orange service fixe;43.1077778;-0.6963889;35.0;Pylône autostable;TDF;SOUM DE CASTEIGTS;64570;64040;64;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2281328;0642290335;1;Orange;43.4602778;-0.6925;35.8;Pylône autostable;ATC FRANCE;LOUS GARROS - RD 817;64300;64042;64;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 800 | UMTS 900
2823888;0642290371;1;Orange;43.4636111;-0.3583333;36.0;Pylône autostable;ATC FRANCE;MOULIN LARRIEU - A65;64450;64043;64;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2528786;0642290389;1;Orange;43.2527778;-1.0336111;30.0;Pylône autostable;ORANGE;Lastapia;64120;64045;64;LTE 1800 | LTE 700 | LTE 800 | UMTS 900
117861;0640220089;1;Orange service fixe;43.1086111;-1.2825;10.0;Bâtiment;La Poste;Le Bourg - Bureau de poste;64220;64047;64;FH
511871;0640220090 | 0642290211;2;Orange | Orange service fixe;43.1183333;-1.2663889;25.0;Pylône autostable;TDF;Moussiou - Tattouenia - Relais TDF;64220;64047;64;FH | LTE 700 | LTE 800 | UMTS 900
